id,name,tenure_months,monthly_revenue,support_tickets_90d,payment_failures_90d,usage_change_pct,nps,plan_type,days_since_login,discount_pct,price_increase_pct,engagement_trend_pct,complaint_recency_days,feature_adoption_pct,competitor_pressure,churned
cust-03598,Customer 03598,10,207.71,2,1,0.8,52,basic,7,0,0,13.0,68,76.2,1,0
cust-03599,Customer 03599,44,278.02,0,0,-13.0,65,standard,5,9,5,-8.1,38,100,0,0
cust-03600,Customer 03600,61,330.1,4,2,20.6,36,standard,31,3,0,22.1,15,73.7,0,1
cust-03601,Customer 03601,72,1305.73,6,0,7.7,27,premium,10,0,0,-2.6,3,73.7,2,0
cust-03602,Customer 03602,32,89.78,1,3,20.5,81,basic,18,27,0,5.1,11,80.9,1,0
cust-03603,Customer 03603,2,209.08,4,1,3.2,95,basic,6,0,15,2.9,10,74.1,1,0
cust-03604,Customer 03604,14,326.99,9,0,-23.2,48,standard,33,16,0,-19.9,56,67.9,2,0
cust-03605,Customer 03605,34,247.01,0,1,11.2,50,basic,36,0,0,7.5,87,40.0,0,0
cust-03606,Customer 03606,72,293.67,0,0,21.0,14,standard,5,34,10,12.8,29,57.7,1,0
cust-03607,Customer 03607,16,195.91,1,1,4.4,70,basic,17,20,0,-0.3,2,52.8,0,0
cust-03608,Customer 03608,10,374.65,1,0,22.2,60,standard,23,3,0,21.1,30,42.8,1,0
cust-03609,Customer 03609,11,262.84,0,0,-6.0,28,standard,24,0,10,-5.8,65,19.5,2,1
cust-03610,Customer 03610,47,424.97,3,0,9.4,51,standard,28,21,0,9.2,17,26.2,1,0
cust-03611,Customer 03611,19,162.98,1,2,-2.0,81,basic,2,11,0,-5.7,14,39.7,1,0
cust-03612,Customer 03612,14,367.97,0,3,-0.2,47,standard,11,20,0,1.4,60,36.4,1,0
cust-03613,Customer 03613,21,1255.54,1,3,45,86,premium,11,0,0,47.3,22,53.9,0,0
cust-03614,Customer 03614,12,1082.23,0,1,20.8,13,premium,29,4,0,18.6,84,29.1,0,0
cust-03615,Customer 03615,11,133.91,2,0,-30.0,74,basic,8,28,5,-34.8,67,81.5,0,0
cust-03616,Customer 03616,7,178.48,0,0,28.3,12,basic,19,13,5,26.5,37,51.4,0,0
cust-03617,Customer 03617,72,444.39,2,0,-9.8,35,standard,25,13,0,-13.5,26,54.5,0,0
cust-03618,Customer 03618,48,1367.75,0,0,-7.7,73,premium,9,6,0,-9.1,35,39.7,0,0
cust-03619,Customer 03619,6,1288.6,5,0,13.5,47,premium,27,18,0,26.8,13,100,1,0
cust-03620,Customer 03620,18,368.43,4,0,-17.9,77,standard,25,9,0,-25.0,28,74.6,0,0
cust-03621,Customer 03621,51,1460.26,0,0,-5.6,79,premium,22,7,10,-9.0,36,100,0,0
cust-03622,Customer 03622,57,117.12,10,0,-8.3,70,basic,34,8,10,-12.8,50,53.8,2,0
cust-03623,Customer 03623,65,461.18,1,1,30.9,85,standard,33,14,10,25.8,8,75.5,2,0
cust-03624,Customer 03624,26,421.78,1,2,-15.5,34,standard,4,27,0,-9.6,22,82.8,1,0
cust-03625,Customer 03625,31,820.88,1,0,-32.0,52,premium,21,5,0,-26.0,12,61.4,1,0
cust-03626,Customer 03626,29,86.89,0,0,14.0,71,basic,54,6,5,14.7,62,26.6,0,1
cust-03627,Customer 03627,9,645.25,2,2,-11.6,36,premium,20,20,0,-20.8,25,58.0,0,0
cust-03628,Customer 03628,18,185.24,2,2,-44.0,32,basic,17,19,0,-40.8,27,62.9,1,0
cust-03629,Customer 03629,20,864.15,2,0,22.1,7,premium,9,9,0,14.5,16,61.5,0,1
cust-03630,Customer 03630,22,177.01,4,0,-18.1,45,basic,37,19,0,-10.2,64,42.4,0,0
cust-03631,Customer 03631,33,163.15,0,1,-14.2,20,basic,9,4,10,-22.1,86,59.4,0,0
cust-03632,Customer 03632,2,166.15,0,3,-27.7,16,basic,40,19,0,-22.3,56,100,1,1
cust-03633,Customer 03633,23,85.81,1,2,-16.6,65,basic,8,26,10,-24.8,7,70.5,0,0
cust-03634,Customer 03634,28,126.07,1,0,9.7,52,basic,14,20,10,7.8,41,77.5,0,0
cust-03635,Customer 03635,16,460.54,1,0,-5.6,51,standard,58,0,0,-6.4,30,29.7,0,0
cust-03636,Customer 03636,64,182.95,7,0,22.4,40,basic,26,28,0,15.5,57,45.0,0,0
cust-03637,Customer 03637,27,148.35,1,1,23.6,56,basic,34,18,0,19.7,31,74.6,2,0
cust-03638,Customer 03638,18,413.08,3,3,8.6,32,standard,24,20,0,23.4,12,88.5,1,0
cust-03639,Customer 03639,17,183.91,3,0,-18.1,57,basic,9,23,5,-16.1,9,64.4,1,0
cust-03640,Customer 03640,14,142.86,6,1,45,49,basic,16,9,0,42.3,10,61.8,0,0
cust-03641,Customer 03641,4,250.85,4,0,20.5,78,standard,7,15,10,27.7,21,99.7,2,0
cust-03642,Customer 03642,3,167.77,1,0,-25.3,43,basic,11,22,0,-20.0,1,77.9,0,0
cust-03643,Customer 03643,60,347.27,2,0,-3.4,-1,standard,7,16,0,19.0,56,95.1,0,0
cust-03644,Customer 03644,12,167.65,2,1,-67.6,58,basic,33,14,0,-66.0,23,77.5,0,1
cust-03645,Customer 03645,14,139.01,3,1,2.7,50,basic,22,11,5,-8.0,14,47.3,0,0
cust-03646,Customer 03646,41,1273.17,2,1,-22.2,37,premium,33,13,0,-13.9,22,85.3,0,0
cust-03647,Customer 03647,29,250.95,0,2,13.6,33,basic,3,2,0,3.5,56,53.3,0,0
cust-03648,Customer 03648,15,1199.43,2,2,5.7,37,premium,12,0,0,-5.9,83,35.3,1,1
cust-03649,Customer 03649,56,101.37,4,0,-19.1,53,basic,38,8,5,-18.4,50,40.7,0,0
cust-03650,Customer 03650,4,242.37,0,0,22.4,37,standard,39,0,10,23.3,88,59.0,2,0
cust-03651,Customer 03651,8,487.73,0,0,1.3,24,standard,7,3,10,7.5,25,57.1,2,0
cust-03652,Customer 03652,20,326.8,1,3,9.8,31,standard,6,16,0,12.6,3,45.2,0,0
cust-03653,Customer 03653,32,128.79,0,3,-7.5,28,basic,19,33,0,-14.5,88,70.7,0,0
cust-03654,Customer 03654,33,1133.81,1,1,35.6,79,premium,36,4,5,43.4,38,75.4,0,0
cust-03655,Customer 03655,27,1267.77,0,1,-12.5,11,premium,13,16,15,12.6,31,71.2,0,1
cust-03656,Customer 03656,72,446.25,1,0,15.1,37,standard,7,10,0,27.5,17,86.9,0,0
cust-03657,Customer 03657,47,1317.7,3,0,-1.7,24,premium,38,6,20,-4.6,47,97.3,0,0
cust-03658,Customer 03658,37,415.0,0,1,-32.1,57,standard,25,19,0,-26.3,71,71.6,0,0
cust-03659,Customer 03659,52,488.59,0,0,18.8,16,standard,36,13,0,18.5,61,31.7,0,0
cust-03660,Customer 03660,4,121.92,1,1,1.6,34,basic,36,15,5,-4.2,27,52.0,2,1
cust-03661,Customer 03661,13,156.14,3,0,-17.5,95,basic,17,6,20,-21.1,34,34.6,0,0
cust-03662,Customer 03662,33,408.82,0,0,-20.5,44,standard,9,20,0,-24.4,77,56.2,1,0
cust-03663,Customer 03663,6,774.8,2,0,-44.1,62,premium,18,9,0,-52.0,7,20.9,0,0
cust-03664,Customer 03664,13,691.06,0,0,1.0,57,premium,18,24,0,-3.4,35,54.0,1,0
cust-03665,Customer 03665,30,186.48,0,0,-10.7,93,basic,7,30,0,-11.3,42,61.3,0,0
cust-03666,Customer 03666,26,265.06,0,2,12.9,83,basic,20,11,15,4.5,50,94.4,2,0
cust-03667,Customer 03667,21,751.61,3,2,2.2,62,premium,49,0,5,-2.6,29,72.8,1,0
cust-03668,Customer 03668,23,199.0,0,0,-3.2,22,basic,4,24,5,-7.1,69,10.9,2,0
cust-03669,Customer 03669,63,1444.2,1,0,1.1,65,premium,16,12,5,-6.5,54,67.3,0,0
cust-03670,Customer 03670,26,181.96,1,0,12.1,45,basic,8,14,0,14.5,20,82.2,1,0
cust-03671,Customer 03671,22,208.04,1,1,20.8,71,basic,31,13,5,18.2,52,82.4,0,0
cust-03672,Customer 03672,18,763.86,0,0,14.0,77,premium,4,17,0,15.4,27,76.2,2,0
cust-03673,Customer 03673,19,220.74,1,2,0.4,58,basic,24,19,5,10.6,48,52.9,1,0
cust-03674,Customer 03674,30,284.37,2,2,-8.2,31,standard,7,0,5,-5.0,12,73.5,0,0
cust-03675,Customer 03675,33,183.6,3,0,3.0,51,basic,3,6,0,-3.7,52,77.0,0,0
cust-03676,Customer 03676,30,693.17,0,1,-23.3,65,premium,16,0,0,-11.6,33,70.9,0,0
cust-03677,Customer 03677,23,296.92,1,1,28.8,30,standard,10,23,0,29.7,42,47.8,2,0
cust-03678,Customer 03678,47,482.8,5,1,-8.1,24,standard,29,30,0,-14.3,30,38.0,1,0
cust-03679,Customer 03679,30,306.13,2,0,9.2,65,standard,19,18,5,5.7,11,81.8,0,0
cust-03680,Customer 03680,19,200.63,4,0,-17.6,34,basic,11,11,5,-26.3,40,52.7,0,0
cust-03681,Customer 03681,23,1242.27,1,0,0.8,67,premium,15,18,0,14.6,28,65.4,1,0
cust-03682,Customer 03682,29,123.88,2,1,-28.4,53,basic,21,11,5,-37.0,31,85.1,0,0
cust-03683,Customer 03683,23,117.63,0,2,-4.8,33,basic,39,21,0,-6.3,42,92.5,2,1
cust-03684,Customer 03684,20,292.9,0,1,-36.1,55,standard,49,3,0,-50.8,26,49.4,1,0
cust-03685,Customer 03685,54,184.22,0,0,-6.0,33,basic,24,4,0,-6.9,90,50.7,0,0
cust-03686,Customer 03686,9,141.04,0,0,-17.8,30,basic,30,3,0,-26.1,58,68.7,0,0
cust-03687,Customer 03687,4,227.87,0,0,-11.4,38,basic,46,29,0,-21.9,78,53.2,0,0
cust-03688,Customer 03688,21,152.97,0,3,11.1,95,basic,60,18,0,9.1,84,28.2,0,1
cust-03689,Customer 03689,19,1069.2,5,1,-4.3,29,premium,15,3,0,-6.6,21,41.8,1,1
cust-03690,Customer 03690,41,187.36,0,0,-21.3,38,basic,7,10,0,-20.0,48,46.8,0,0
cust-03691,Customer 03691,15,1444.26,2,2,-26.5,0,premium,28,18,10,-26.6,40,94.7,0,1
cust-03692,Customer 03692,19,371.94,1,0,2.9,27,standard,3,22,0,10.9,13,26.5,2,0
cust-03693,Customer 03693,27,156.39,4,0,25.3,47,basic,3,8,15,30.1,20,74.0,0,0
cust-03694,Customer 03694,35,338.58,6,0,-50.4,39,standard,18,20,0,-63.8,16,88.6,0,0
cust-03695,Customer 03695,23,458.67,2,0,-19.2,57,standard,20,12,10,-24.3,24,47.6,0,0
cust-03696,Customer 03696,58,167.25,1,3,-13.2,41,basic,18,3,15,-6.0,75,77.7,1,1
cust-03697,Customer 03697,16,984.05,4,0,-7.1,64,premium,16,2,5,-1.8,43,91.2,0,0
cust-03698,Customer 03698,3,207.95,0,0,9.8,35,basic,19,0,10,5.4,27,74.1,1,0
cust-03699,Customer 03699,21,89.6,0,0,24.4,24,basic,33,7,0,24.0,62,45.3,2,0
cust-03700,Customer 03700,28,312.24,6,0,1.2,48,standard,12,9,0,-8.5,42,54.8,0,0
cust-03701,Customer 03701,32,169.42,0,0,-20.7,34,basic,4,33,0,-22.3,27,36.3,1,0
cust-03702,Customer 03702,13,495.68,1,2,-23.8,14,standard,21,14,5,-36.8,33,87.8,3,1
cust-03703,Customer 03703,72,1271.76,0,0,11.8,-2,premium,26,2,5,15.1,64,37.5,0,0
cust-03704,Customer 03704,5,332.81,0,1,12.8,-14,standard,50,0,0,17.1,69,100,2,0
cust-03705,Customer 03705,33,900.39,0,0,-42.4,38,premium,46,11,10,-36.6,77,35.2,1,0
cust-03706,Customer 03706,25,1434.04,2,1,4.5,46,premium,10,5,10,18.4,14,47.1,1,1
cust-03707,Customer 03707,26,869.67,3,2,10.3,95,premium,23,8,0,23.1,90,19.4,0,0
cust-03708,Customer 03708,27,534.55,0,0,-16.4,49,premium,28,12,10,-24.0,50,99.6,0,0
cust-03709,Customer 03709,32,885.5,1,1,13.7,49,premium,7,23,10,6.8,34,31.8,1,0
cust-03710,Customer 03710,28,1392.47,0,0,10.5,20,premium,15,12,0,26.3,89,57.9,0,0
cust-03711,Customer 03711,33,170.3,4,2,7.7,29,basic,21,12,0,-4.4,17,52.0,0,0
cust-03712,Customer 03712,16,166.4,2,0,17.2,31,basic,56,14,0,13.3,11,47.4,0,0
cust-03713,Customer 03713,14,156.66,3,0,7.8,72,basic,7,11,0,8.6,70,32.6,0,1
cust-03714,Customer 03714,28,1227.91,2,1,6.9,30,premium,32,0,0,16.6,90,43.8,2,1
cust-03715,Customer 03715,70,461.58,0,0,45,45,standard,14,14,0,50,54,43.9,1,0
cust-03716,Customer 03716,36,236.6,1,0,-40.4,42,basic,29,19,15,-40.0,76,55.2,2,1
cust-03717,Customer 03717,7,974.16,0,1,43.7,54,premium,64,17,0,45.6,68,43.2,2,0
cust-03718,Customer 03718,14,401.61,0,0,9.6,49,standard,22,28,10,16.0,42,20.6,1,0
cust-03719,Customer 03719,10,854.08,0,0,20.7,39,premium,9,14,10,23.5,27,47.0,1,0
cust-03720,Customer 03720,25,170.59,3,0,13.4,95,basic,2,41,5,11.6,29,38.5,3,0
cust-03721,Customer 03721,11,378.41,1,0,25.3,27,standard,14,4,0,17.4,66,44.8,0,0
cust-03722,Customer 03722,24,400.19,2,0,11.7,40,standard,2,13,0,8.9,0,54.3,1,1
cust-03723,Customer 03723,6,432.04,1,2,45,-2,standard,25,21,0,43.6,12,30.6,1,1
cust-03724,Customer 03724,31,195.81,4,2,-26.4,77,standard,14,26,0,-36.9,30,68.7,1,0
cust-03725,Customer 03725,7,445.48,3,1,8.9,74,standard,22,24,0,21.3,35,94.2,0,0
cust-03726,Customer 03726,60,151.2,0,0,9.2,37,basic,65,15,10,0.7,44,77.7,0,0
cust-03727,Customer 03727,13,669.13,1,0,2.2,47,standard,37,14,0,-3.8,22,66.7,0,0
cust-03728,Customer 03728,34,114.55,1,1,-5.8,52,basic,36,8,0,-0.9,9,86.4,0,0
cust-03729,Customer 03729,27,726.55,0,0,-8.2,70,premium,5,12,0,-11.5,55,18.1,1,0
cust-03730,Customer 03730,7,333.54,0,0,-20.9,45,standard,17,11,0,-25.6,29,70.4,1,0
cust-03731,Customer 03731,33,191.01,0,0,20.7,74,basic,2,23,0,24.5,71,42.4,0,0
cust-03732,Customer 03732,3,1390.35,1,1,-56.1,42,premium,14,21,0,-53.0,23,74.3,1,0
cust-03733,Customer 03733,14,1063.17,1,1,-9.4,29,premium,17,19,0,-21.8,57,78.3,1,0
cust-03734,Customer 03734,20,197.18,0,0,-10.5,65,basic,30,4,10,-11.7,85,85.5,1,0
cust-03735,Customer 03735,31,308.48,6,0,8.5,65,standard,12,13,0,13.2,10,75.2,1,0
cust-03736,Customer 03736,35,1379.0,0,0,-5.0,34,premium,16,6,0,-7.0,37,39.4,0,0
cust-03737,Customer 03737,38,442.9,2,0,24.1,17,standard,12,22,0,23.3,44,100,2,0
cust-03738,Customer 03738,9,293.07,0,1,12.1,45,standard,15,15,0,0.9,26,68.9,0,1
cust-03739,Customer 03739,17,176.51,1,0,20.2,43,basic,65,10,0,29.0,56,35.8,1,0
cust-03740,Customer 03740,12,304.83,0,0,-10.8,72,standard,30,0,5,-15.7,44,57.0,1,0
cust-03741,Customer 03741,6,442.15,0,0,7.3,23,standard,12,1,15,9.9,28,65.4,1,0
cust-03742,Customer 03742,18,1368.63,1,0,33.4,76,premium,27,0,0,45.3,22,96.8,1,0
cust-03743,Customer 03743,22,220.3,0,0,23.3,63,basic,4,3,10,28.0,53,47.2,1,0
cust-03744,Customer 03744,15,115.67,4,0,9.8,45,basic,20,30,5,13.2,19,73.6,1,0
cust-03745,Customer 03745,5,416.96,2,0,-5.8,80,standard,5,19,0,-7.4,9,75.1,0,0
cust-03746,Customer 03746,42,206.11,0,1,6.2,19,standard,21,17,0,3.2,65,81.1,0,0
cust-03747,Customer 03747,21,176.44,0,0,21.4,33,basic,22,8,5,24.7,28,43.3,0,0
cust-03748,Customer 03748,19,575.04,1,0,-10.7,67,premium,40,8,15,-4.6,51,61.3,1,0
cust-03749,Customer 03749,19,793.54,3,2,5.6,24,premium,9,9,0,17.5,19,36.6,1,0
cust-03750,Customer 03750,35,114.26,1,0,7.8,55,basic,11,5,0,24.3,23,43.7,1,0
cust-03751,Customer 03751,49,1223.76,0,3,-2.1,68,premium,13,0,5,9.0,86,58.6,2,0
cust-03752,Customer 03752,16,421.76,1,1,9.8,58,standard,9,17,5,15.3,6,55.5,0,0
cust-03753,Customer 03753,45,382.74,0,1,40.4,41,standard,20,13,5,37.1,57,75.5,0,0
cust-03754,Customer 03754,9,358.44,0,0,2.2,27,standard,22,27,5,-1.5,58,66.6,0,0
cust-03755,Customer 03755,38,1236.57,2,0,10.6,86,premium,24,35,0,22.4,62,37.0,1,0
cust-03756,Customer 03756,7,162.96,0,0,-19.7,21,basic,44,10,0,-28.6,88,56.6,1,0
cust-03757,Customer 03757,21,459.99,2,2,6.2,59,standard,15,11,0,-1.3,30,85.7,3,1
cust-03758,Customer 03758,49,180.04,1,1,45,30,basic,9,16,0,47.6,37,62.3,0,0
cust-03759,Customer 03759,48,539.94,1,0,13.1,71,standard,7,18,0,18.0,52,68.8,2,0
cust-03760,Customer 03760,10,290.87,0,0,7.3,61,standard,14,10,10,6.8,37,63.5,0,0
cust-03761,Customer 03761,16,1316.78,1,1,-42.7,66,premium,29,11,10,-55.6,56,67.9,0,0
cust-03762,Customer 03762,49,240.93,1,1,30.7,25,basic,14,0,0,14.4,23,42.3,1,0
cust-03763,Customer 03763,40,1006.13,0,1,16.7,48,premium,22,5,10,16.5,79,48.3,1,0
cust-03764,Customer 03764,48,562.63,2,0,3.5,56,standard,16,15,5,16.2,17,100,1,0
cust-03765,Customer 03765,49,465.82,1,3,17.7,78,standard,28,28,5,20.8,71,40.1,1,0
cust-03766,Customer 03766,40,321.25,3,0,-24.9,81,standard,27,2,0,-27.9,31,13.9,1,0
cust-03767,Customer 03767,6,697.1,4,0,36.3,11,premium,13,0,10,25.8,26,80.9,0,0
cust-03768,Customer 03768,71,399.25,2,0,-13.2,38,standard,8,22,0,-10.8,28,23.1,2,0
cust-03769,Customer 03769,29,126.49,0,0,-0.1,59,basic,17,26,5,-8.7,77,76.7,0,0
cust-03770,Customer 03770,10,329.75,0,0,3.5,55,standard,18,17,0,-2.7,89,64.1,0,0
cust-03771,Customer 03771,41,240.78,3,1,22.9,44,standard,15,15,15,19.3,27,57.5,1,0
cust-03772,Customer 03772,15,82.66,1,0,-4.8,-3,basic,46,7,5,-3.8,20,58.5,1,0
cust-03773,Customer 03773,8,152.59,1,0,-9.8,74,basic,16,14,0,-13.7,38,78.6,0,0
cust-03774,Customer 03774,31,226.12,0,0,-26.9,39,basic,12,1,5,-28.6,79,76.0,2,0
cust-03775,Customer 03775,36,168.99,4,0,-11.7,50,basic,7,0,10,-19.1,14,32.4,2,0
cust-03776,Customer 03776,7,287.2,6,0,5.5,43,basic,20,12,0,16.3,28,54.0,0,0
cust-03777,Customer 03777,19,517.81,1,0,4.7,95,standard,13,8,15,-1.0,12,94.1,0,0
cust-03778,Customer 03778,3,335.5,0,0,18.7,34,standard,10,17,0,4.6,80,100,1,0
cust-03779,Customer 03779,11,297.5,1,0,-11.0,95,standard,8,9,0,-21.8,25,57.6,0,0
cust-03780,Customer 03780,14,1211.2,5,1,-33.7,77,premium,15,23,0,-29.1,16,65.5,1,1
cust-03781,Customer 03781,50,180.63,0,2,14.3,6,basic,22,6,0,15.3,86,24.2,0,0
cust-03782,Customer 03782,16,246.83,1,0,-17.3,14,standard,9,24,0,-36.3,36,80.8,0,0
cust-03783,Customer 03783,14,1191.94,0,0,-3.3,38,premium,54,3,0,-14.9,68,64.0,1,1
cust-03784,Customer 03784,7,493.23,2,2,-35.1,79,standard,26,10,10,-31.4,11,31.5,2,1
cust-03785,Customer 03785,6,107.06,3,3,-41.7,23,basic,39,16,0,-51.1,11,60.3,0,1
cust-03786,Customer 03786,14,230.41,0,0,-19.5,41,basic,25,11,10,-32.9,39,57.4,1,0
cust-03787,Customer 03787,33,384.9,0,2,6.1,51,standard,26,19,5,13.4,39,40.3,1,0
cust-03788,Customer 03788,11,163.08,0,0,4.1,27,basic,23,12,0,9.8,53,38.9,2,0
cust-03789,Customer 03789,36,394.96,0,0,-2.3,63,standard,68,18,0,-1.7,32,76.1,0,0
cust-03790,Customer 03790,6,174.99,2,0,5.1,62,basic,25,2,0,25.0,12,47.9,0,0
cust-03791,Customer 03791,41,1043.99,0,1,10.9,44,premium,5,0,15,22.1,85,62.0,2,0
cust-03792,Customer 03792,10,143.17,2,1,1.9,50,basic,6,19,0,4.6,29,83.7,0,0
cust-03793,Customer 03793,31,509.9,3,0,17.4,43,standard,44,14,5,20.1,36,83.9,2,0
cust-03794,Customer 03794,13,194.09,2,3,-1.5,-12,basic,12,12,0,-4.1,11,52.3,0,1
cust-03795,Customer 03795,21,185.91,0,1,22.2,15,basic,7,0,0,14.9,45,64.2,0,0
cust-03796,Customer 03796,72,162.31,2,0,10.1,27,basic,8,8,0,18.3,12,55.8,1,0
cust-03797,Customer 03797,35,302.8,3,2,-0.7,59,standard,5,13,0,-9.2,8,100,3,0
cust-03798,Customer 03798,56,406.21,0,1,-7.7,53,standard,31,1,20,-13.4,57,97.5,0,0
cust-03799,Customer 03799,31,378.49,0,1,-14.0,22,standard,24,11,5,-11.2,33,68.3,1,0
cust-03800,Customer 03800,27,1194.94,2,0,-0.4,59,premium,29,6,10,1.2,69,86.3,0,0
cust-03801,Customer 03801,35,951.61,0,0,-20.1,66,premium,28,0,0,-34.3,55,62.0,0,0
cust-03802,Customer 03802,30,201.88,2,0,18.8,15,basic,19,19,10,15.9,4,59.8,0,1
cust-03803,Customer 03803,25,164.55,1,0,-26.8,59,basic,20,10,10,-38.4,11,5,0,0
cust-03804,Customer 03804,15,979.4,1,1,5.2,48,premium,20,8,0,0.6,72,26.8,0,0
cust-03805,Customer 03805,13,356.24,0,0,-19.8,55,standard,38,26,0,-16.0,88,53.9,1,0
cust-03806,Customer 03806,13,419.02,0,0,-29.3,40,standard,26,14,0,-31.1,36,50.8,2,0
cust-03807,Customer 03807,55,169.28,2,0,12.8,48,basic,29,20,5,15.5,19,44.5,0,0
cust-03808,Customer 03808,49,364.96,3,0,-28.8,57,standard,46,0,0,-11.3,7,69.7,0,0
cust-03809,Customer 03809,14,217.19,0,1,-3.4,6,basic,58,6,15,-2.2,67,65.6,0,0
cust-03810,Customer 03810,21,231.16,1,0,14.0,16,basic,13,14,15,-2.9,3,47.0,3,0
cust-03811,Customer 03811,28,70.2,0,0,-30.5,31,basic,17,18,15,-21.6,33,95.4,0,0
cust-03812,Customer 03812,45,356.25,0,0,8.9,18,standard,15,27,10,12.2,69,39.5,1,0
cust-03813,Customer 03813,32,232.28,2,1,-13.1,23,standard,28,6,0,-1.5,47,20.5,0,0
cust-03814,Customer 03814,11,402.16,0,0,-26.8,37,standard,43,10,0,-29.3,78,49.0,1,1
cust-03815,Customer 03815,17,167.11,0,2,-39.1,58,basic,24,39,0,-30.5,70,73.3,0,1
cust-03816,Customer 03816,16,218.09,5,0,4.9,12,basic,20,9,5,9.2,9,54.3,1,0
cust-03817,Customer 03817,7,155.07,0,1,16.8,43,basic,6,36,20,6.1,34,55.6,0,0
cust-03818,Customer 03818,44,671.35,9,3,-3.8,19,premium,19,6,0,8.4,10,43.9,1,1
cust-03819,Customer 03819,5,1238.21,0,0,29.5,49,premium,29,5,0,35.8,71,61.3,0,0
cust-03820,Customer 03820,33,184.74,0,0,-17.4,54,basic,44,14,0,-15.8,90,72.8,1,0
cust-03821,Customer 03821,17,96.23,2,2,-18.4,8,basic,12,17,10,-24.4,24,61.1,3,1
cust-03822,Customer 03822,28,148.38,6,0,4.7,87,basic,5,6,10,9.2,34,63.7,1,0
cust-03823,Customer 03823,27,155.34,0,0,1.5,80,basic,26,9,0,-2.7,65,49.9,2,0
cust-03824,Customer 03824,40,519.09,6,2,-32.2,15,standard,16,25,5,-25.6,72,57.0,2,0
cust-03825,Customer 03825,25,165.22,1,0,28.5,27,basic,3,2,5,21.2,90,62.7,0,0
cust-03826,Customer 03826,14,497.96,0,0,39.2,95,standard,21,1,10,38.6,81,66.8,0,0
cust-03827,Customer 03827,5,259.99,2,1,-4.1,56,standard,17,6,0,-9.5,4,29.7,0,0
cust-03828,Customer 03828,15,459.6,0,4,-8.0,46,standard,9,0,5,3.0,44,39.6,2,0
cust-03829,Customer 03829,36,185.29,6,2,15.6,71,basic,43,1,0,2.7,48,27.4,2,0
cust-03830,Customer 03830,26,1065.64,2,3,-19.2,21,premium,41,11,5,-22.8,35,51.7,0,0
cust-03831,Customer 03831,29,173.85,3,0,0.3,24,basic,35,0,0,14.3,2,12.9,1,0
cust-03832,Customer 03832,18,163.58,1,1,-13.6,20,basic,8,11,10,3.8,43,65.7,0,0
cust-03833,Customer 03833,26,496.95,2,0,-18.6,95,standard,27,1,0,-2.4,2,14.6,0,1
cust-03834,Customer 03834,23,184.08,1,1,-14.2,49,basic,33,21,10,-0.0,12,44.2,1,0
cust-03835,Customer 03835,50,273.58,1,1,-2.6,25,standard,32,10,15,-6.6,13,30.1,0,0
cust-03836,Customer 03836,43,1228.91,0,0,-12.7,51,premium,27,16,10,-6.9,51,74.4,1,0
cust-03837,Customer 03837,30,162.25,0,0,-7.6,77,basic,6,23,5,-25.9,62,76.5,3,0
cust-03838,Customer 03838,32,229.14,0,0,7.6,60,basic,15,6,0,1.3,39,77.0,1,0
cust-03839,Customer 03839,25,125.77,0,0,-8.0,59,basic,4,7,20,6.7,45,56.1,1,0
cust-03840,Customer 03840,15,959.16,0,1,39.3,58,premium,22,0,10,41.1,37,87.9,0,0
cust-03841,Customer 03841,19,360.33,0,1,16.8,95,standard,34,16,0,14.8,28,41.4,1,0
cust-03842,Customer 03842,43,335.69,1,1,-4.1,80,standard,15,14,0,-20.9,8,85.9,1,0
cust-03843,Customer 03843,47,175.11,2,0,6.6,83,basic,22,0,0,4.1,63,37.0,0,0
cust-03844,Customer 03844,69,512.35,3,0,-15.8,8,standard,9,0,0,-24.2,16,11.2,0,0
cust-03845,Customer 03845,6,396.26,4,2,4.0,39,standard,21,7,0,1.9,8,42.1,2,1
cust-03846,Customer 03846,70,156.56,1,0,-32.8,95,basic,48,5,0,-30.2,10,91.2,0,0
cust-03847,Customer 03847,38,217.99,2,0,-18.6,83,basic,44,10,0,-20.6,16,70.0,0,0
cust-03848,Customer 03848,28,125.2,4,0,5.9,55,basic,17,16,0,-0.7,5,58.5,1,0
cust-03849,Customer 03849,68,1176.38,5,0,-43.6,15,premium,16,12,0,-54.0,21,62.3,1,1
cust-03850,Customer 03850,27,330.76,0,0,-30.2,44,standard,31,0,0,-26.1,31,58.5,0,0
cust-03851,Customer 03851,24,1494.09,1,1,8.0,31,premium,27,0,5,13.0,27,94.7,1,0
cust-03852,Customer 03852,3,429.21,3,2,-26.3,44,standard,7,6,0,-10.9,20,47.7,3,1
cust-03853,Customer 03853,17,101.06,2,1,-12.3,42,basic,9,0,0,-24.7,34,52.8,1,0
cust-03854,Customer 03854,12,1278.73,4,0,16.6,72,premium,2,19,5,19.5,42,27.2,1,0
cust-03855,Customer 03855,39,169.41,0,0,37.2,61,basic,4,0,5,35.4,57,33.8,1,0
cust-03856,Customer 03856,19,498.14,0,0,1.0,48,standard,15,13,10,8.9,38,39.1,3,0
cust-03857,Customer 03857,36,397.34,2,1,16.4,25,standard,28,28,10,6.2,40,82.8,0,0
cust-03858,Customer 03858,13,479.06,7,0,-14.7,52,standard,19,16,0,-21.3,51,78.4,0,0
